재생목록 ID,채널 ID,생성 일시,업데이트 일시,제목,설명,공개 상태
PLB2NcDW5y2ts0NwRngQz70LTeRVbY9TVb,UCGgwZAUipw6AfZPD_gF_boQ,2020-12-27 22:49:11 UTC,2021-01-20 00:16:09 UTC,Web development,,비공개

동영상 ID,추가 일시
C5QFHp1oAws,2020-12-27 22:49:11 UTC

