재생목록 ID,채널 ID,생성 일시,업데이트 일시,제목,설명,공개 상태
PLB2NcDW5y2tuqtIFmEAipB2Mm2xxtThwV,UCGgwZAUipw6AfZPD_gF_boQ,2020-11-01 16:33:06 UTC,2022-01-26 07:06:18 UTC,Computer Science,,전체 공개

동영상 ID,추가 일시
zg9ih6SVACc,2020-11-01 16:33:06 UTC
G4PvTrTp7Tc,2020-11-01 21:18:41 UTC
1V11Eby8ESc,2020-11-13 05:16:16 UTC
cLliT_hYtn4,2020-11-13 05:18:00 UTC
76dhtgZt38A,2022-01-26 07:06:18 UTC

