재생목록 ID,채널 ID,생성 일시,업데이트 일시,제목,설명,공개 상태
PLB2NcDW5y2tv-vLibfPX7NkppahQNfVvH,UCGgwZAUipw6AfZPD_gF_boQ,2020-02-18 06:44:57 UTC,2020-04-27 22:17:51 UTC,DSA,,전체 공개

동영상 ID,추가 일시
bum_19loj9A,2020-02-18 06:44:57 UTC

