재생목록 ID,채널 ID,생성 일시,업데이트 일시,제목,설명,공개 상태
PLB2NcDW5y2tv054Zhxw4nWfncSE9Wnmd5,UCGgwZAUipw6AfZPD_gF_boQ,2019-04-28 08:27:06 UTC,2020-01-05 05:58:26 UTC,MK,,전체 공개

동영상 ID,추가 일시
Xyr0SX9Uhgc,2019-04-28 08:27:06 UTC
 -ZfcV252nnI,2019-04-28 08:27:12 UTC
bS6XZC9MEQk,2019-12-19 15:51:25 UTC

