재생목록 ID,채널 ID,생성 일시,업데이트 일시,제목,설명,공개 상태
PLB2NcDW5y2ttOG-GK8qXaQfwf6vtjj19D,UCGgwZAUipw6AfZPD_gF_boQ,2017-12-26 09:21:05 UTC,2021-05-13 15:33:25 UTC,Favorites,,전체 공개

동영상 ID,추가 일시
tuElPCAr4bc,2017-12-26 09:21:05 UTC

